		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000100011  227  262  253  259  255  230  228  222  8.389138 0.396410 SUCCESS  16
000100101  239  216  262  223  250  262  243  221 10.477816 0.233077 SUCCESS  17
000100111  235  228  257  250  253  240  279  238  8.020547 0.431466 SUCCESS  18
000101001  231  211  203  266  249  259  213  251 19.913941 0.010667 SUCCESS  19
000101011  264  246  268  257  239  236  225  279 11.899219 0.155757 SUCCESS  20
000101101  259  255  243  249  239  261  247  243  2.902649 0.940317 SUCCESS  21
000101111  255  262  236  243  240  205  256  222 11.368576 0.181677 SUCCESS  22
000110011  230  252  248  242  230  269  243  215  8.256742 0.408801 SUCCESS  23
000110101  251  266  224  222  231  244  234  238  7.340562 0.500374 SUCCESS  24
000110111  289  273  237  244  234  255  236  234 13.928585 0.083646 SUCCESS  25
000111001  244  225  229  235  268  230  241  271  9.233294 0.323000 SUCCESS  26
000111011  236  240  245  239  237  234  217  245  4.236141 0.835214 SUCCESS  27
000111101  219  238  274  230  255  233  248  221 10.814632 0.212425 SUCCESS  28
000111111  250  242  220  228  262  253  236  249  5.800532 0.669564 SUCCESS  29
001000011  228  252  216  242  251  232  241  239  5.710503 0.679623 SUCCESS  30
001000101  256  264  255  242  267  243  218  239  8.016311 0.431878 SUCCESS  31
001000111  243  234  276  250  268  223  240  263 10.777561 0.214624 SUCCESS  32
001001011  249  213  257  238  246  277  247  247  9.730044 0.284487 SUCCESS  33
001001101  260  242  254  244  255  232  249  256  3.322079 0.912551 SUCCESS  34
001001111  255  245  227  241  251  248  293  226 13.564231 0.093855 SUCCESS  35
001010011  211  226  228  271  240  240  236  240 10.698123 0.219398 SUCCESS  36
001010101  275  253  225  246  226  238  263  218 11.888628 0.156243 SUCCESS  37
001010111  232  254  271  245  216  243  232  273 11.611126 0.169416 SUCCESS  38
001011011  285  242  231  238  247  255  214  246 12.382200 0.134948 SUCCESS  39
001011101  235  233  239  243  213  218  242  238  8.167772 0.417256 SUCCESS  40
001011111  227  214  283  231  239  233  220  259 16.258753 0.038823 SUCCESS  41
001100101  227  252  222  258  233  270  228  240  8.929313 0.348294 SUCCESS  42
001100111  244  244  258  241  260  272  252  220  7.945346 0.438827 SUCCESS  43
001101011  230  255  212  223  232  243  263  262 11.100607 0.196064 SUCCESS  44
001101101  225  240  255  261  220  231  238  242  6.702943 0.568996 SUCCESS  45
001101111  284  263  247  250  252  262  252  230 11.151447 0.193265 SUCCESS  46
001110101  220  262  263  231  241  243  241  233  6.671168 0.572490 SUCCESS  47
001110111  239  220  266  242  259  251  227  228  8.105281 0.423254 SUCCESS  48
001111011  223  255  233  237  223  255  249  233  6.147939 0.630665 SUCCESS  49
001111101  191  232  249  213  257  258  253  241 18.677892 0.016681 SUCCESS  50
001111111  253  236  213  249  249  236  258  241  6.055791 0.640982 SUCCESS  51
010000011  233  274  242  267  269  273  227  246 13.952945 0.083000 SUCCESS  52
010000111  216  220  238  224  263  234  243  248  9.704624 0.286372 SUCCESS  53
010001011  236  266  254  230  242  224  214  226 10.537130 0.229330 SUCCESS  54
010001111  238  215  258  239  255  263  252  268  9.367809 0.312224 SUCCESS  55
010010011  234  251  230  244  261  230  252  245  3.797646 0.874903 SUCCESS  56
010010111  243  207  272  250  224  236  239  255 11.890746 0.156146 SUCCESS  57
010011011  242  222  229  254  255  226  239  241  5.520912 0.700722 SUCCESS  58
010011111  232  225  244  244  251  242  260  228  4.561306 0.803269 SUCCESS  59
010100011  249  216  246  257  236  264  221  236  8.667699 0.371099 SUCCESS  60
010100111  221  232  232  237  229  243  233  248  5.288954 0.726293 SUCCESS  61
010101011  268  247  242  228  242  237  259  245  4.745601 0.784388 SUCCESS  62
010101111  240  262  259  245  235  250  227  271  7.167917 0.518629 SUCCESS  63
010110011  248  250  239  240  248  226  255  227  3.592167 0.891920 SUCCESS  64
010110111  270  242  235  245  266  228  251  244  6.540890 0.586876 SUCCESS  65
010111011  263  228  256  256  215  231  273  227 12.904369 0.115183 SUCCESS  66
010111111  228  227  245  235  274  219  226  270 13.384172 0.099297 SUCCESS  67
011000111  217  243  258  227  242  262  229  242  7.541803 0.479456 SUCCESS  68
011001111  244  263  247  237  235  258  255  255  3.930042 0.863380 SUCCESS  69
011010111  255  248  211  236  234  228  224  253  9.078656 0.335704 SUCCESS  70
011011111  289  256  221  229  237  265  253  247 14.793925 0.063279 SUCCESS  71
011101111  255  231  265  217  260  255  238  224  9.637896 0.291366 SUCCESS  72
011111111  252  224  225  231  260  232  255  264  8.123286 0.421521 SUCCESS  73
100000000  249  264  232  253  219  243  270  233  8.771497 0.361938 SUCCESS  74
100010000  244  247  227  250  268  237  222  231  6.857581 0.552074 SUCCESS  75
100100000  236  247  264  241  236  269  232  241  5.595053 0.692488 SUCCESS  76
100101000  234  242  235  235  226  254  222  238  5.196806 0.736349 SUCCESS  77
100110000  254  254  256  257  234  244  253  231  3.623942 0.889361 SUCCESS  78
100111000  214  234  257  244  259  233  245  222  8.520474 0.384346 SUCCESS  79
101000000  238  249  232  231  234  229  256  261  4.819743 0.776657 SUCCESS  80
101000100  250  244  276  253  255  228  226  240  7.851080 0.448151 SUCCESS  81
101001000  229  245  251  251  263  259  221  239  6.196660 0.625213 SUCCESS  82
101001100  255  252  248  267  254  270  241  233  6.859699 0.551843 SUCCESS  83
101010000  229  266  247  243  239  224  267  230  7.926281 0.440704 SUCCESS  84
101010100  251  252  219  275  239  230  248  239  8.307582 0.404016 SUCCESS  85
101011000  256  249  248  238  225  274  261  252  7.720803 0.461207 SUCCESS  86
101011100  238  253  249  232  223  228  237  222  6.497464 0.591689 SUCCESS  87
101100000  260  260  205  246  257  286  263  255 18.777454 0.016096 SUCCESS  88
101100100  257  253  259  227  216  274  206  225 18.056161 0.020809 SUCCESS  89
101101000  266  254  223  265  239  248  267  256  9.166567 0.328440 SUCCESS  90
101101100  251  248  232  228  267  260  226  262  8.018429 0.431672 SUCCESS  91
101110000  250  241  236  246  252  221  244  236  3.290304 0.914841 SUCCESS  92
101110100  233  232  267  231  249  252  217  263  9.083952 0.335264 SUCCESS  93
101111000  273  246  250  239  253  236  229  235  5.740159 0.676312 SUCCESS  94
101111100  256  246  244  220  224  242  241  249  4.955316 0.762341 SUCCESS  95
110000000  234  237  233  262  241  245  258  232  4.010538 0.856171 SUCCESS  96
110000010  267  241  203  242  251  268  247  244 12.093047 0.147100 SUCCESS  97
110000100  238  226  240  240  257  233  278  249  7.883915 0.444891 SUCCESS  98
110001000  211  268  235  237  268  233  242  227 11.832492 0.158836 SUCCESS  99
110001010  255  198  248  261  234  247  220  235 14.072631 0.079892 SUCCESS 100
110010000  236  238  236  239  241  271  243  231  4.666163 0.792588 SUCCESS 101
110010010  252  251  232  232  241  265  238  238  3.914154 0.864784 SUCCESS 102
110010100  199  252  256  251  230  222  227  234 14.283406 0.074671 SUCCESS 103
110011000  267  257  284  246  237  255  248  237 10.665289 0.221395 SUCCESS 104
110011010  252  258  259  250  230  251  271  256  6.864995 0.551266 SUCCESS 105
110100000  258  265  221  271  244  246  251  275 12.241330 0.140757 SUCCESS 106
110100010  257  251  284  267  256  212  253  248 15.222887 0.054954 SUCCESS 107
110100100  255  239  266  257  254  247  236  259  5.007215 0.756805 SUCCESS 108
110101000  249  256  271  234  224  223  240  237  8.086216 0.425094 SUCCESS 109
110101010  244  246  236  257  255  229  244  266  4.494578 0.809975 SUCCESS 110
110101100  249  261  234  222  235  265  248  247  6.112986 0.634577 SUCCESS 111
110110000  229  262  222  241  267  274  260  258 12.319709 0.137499 SUCCESS 112
110110010  238  223  245  248  220  243  212  228 10.061563 0.260732 SUCCESS 113
110110100  257  259  215  266  207  230  244  266 15.972778 0.042771 SUCCESS 114
110111000  236  227  241  247  252  232  262  260  4.905535 0.767623 SUCCESS 115
110111010  215  228  261  232  262  248  230  280 14.239980 0.075721 SUCCESS 116
110111100  271  247  276  238  263  249  243  226 10.565727 0.227540 SUCCESS 117
111000000  231  256  239  255  244  237  240  240  2.298923 0.970449 SUCCESS 118
111000010  244  210  239  245  248  223  267  245  9.222703 0.323859 SUCCESS 119
111000100  237  257  253  232  236  232  238  246  2.950312 0.937437 SUCCESS 120
111000110  222  244  232  241  235  215  240  229  7.726099 0.460673 SUCCESS 121
111001000  270  224  231  272  255  236  243  239  9.471607 0.304085 SUCCESS 122
111001010  229  259  250  235  233  228  216  238  7.541803 0.479456 SUCCESS 123
111001100  253  238  269  231  236  291  258  260 15.316094 0.053283 SUCCESS 124
111010000  244  244  258  243  266  237  243  249  3.169559 0.923270 SUCCESS 125
111010010  245  251  268  220  231  237  249  248  6.193483 0.625569 SUCCESS 126
111010100  228  239  263  222  233  226  229  223  9.572228 0.296342 SUCCESS 127
111010110  254  246  222  234  242  250  240  247  3.208748 0.920582 SUCCESS 128
111011000  220  244  242  229  262  252  234  239  5.616237 0.690131 SUCCESS 129
111011010  269  262  224  225  234  214  263  249 13.129972 0.107455 SUCCESS 130
111011100  257  221  235  242  257  248  267  231  7.052468 0.530983 SUCCESS 131
111100000  244  251  244  254  247  229  252  251  2.080735 0.978436 SUCCESS 132
111100010  248  245  261  211  243  261  234  218 10.459810 0.234224 SUCCESS 133
111100100  242  262  238  265  254  231  254  256  5.531503 0.699547 SUCCESS 134
111100110  276  224  256  245  259  296  251  244 19.159814 0.014028 SUCCESS 135
111101000  223  249  238  257  231  203  266  213 16.879426 0.031389 SUCCESS 136
111101010  260  219  256  256  240  235  233  246  5.901153 0.658303 SUCCESS 137
111101100  213  262  243  235  269  250  236  236  9.143265 0.330355 SUCCESS 138
111101110  225  229  254  224  266  279  267  263 15.554407 0.049221 SUCCESS 139
111110000  241  242  224  245  247  211  260  245  7.534389 0.480219 SUCCESS 140
111110010  231  252  251  247  245  233  230  266  4.628033 0.796491 SUCCESS 141
111110100  217  242  229  235  230  243  247  224  7.059882 0.530186 SUCCESS 142
111110110  257  252  252  225  278  256  241  259  9.215288 0.324461 SUCCESS 143
111111000  224  230  210  223  241  209  243  256 15.256781 0.054341 SUCCESS 144
111111010  246  223  214  251  254  234  244  233  7.322556 0.502265 SUCCESS 145
111111100  231  232  218  232  248  221  220  260 10.729898 0.217478 SUCCESS 146
111111110  252  224  225  231  261  232  255  264  8.262037 0.408301 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  241  225  270  236  248  232  233  239  6.029312 0.643948 SUCCESS   0
000000011  255  242  274  261  257  252  239  227  7.826720 0.450577 SUCCESS   1
000000101  250  237  246  246  226  221  219  259  7.660430 0.467323 SUCCESS   2
000000111  266  238  257  255  255  248  254  248  4.431028 0.816293 SUCCESS   3
000001001  229  240  221  235  261  274  245  246  8.665580 0.371288 SUCCESS   4
000001011  251  229  261  235  239  219  241  254  5.968939 0.650711 SUCCESS   5
000001101  260  231  253  262  244  254  244  234  4.332525 0.825945 SUCCESS   6
000001111  249  237  254  274  243  259  237  256  6.265506 0.617518 SUCCESS   7
000010001  231  247  266  214  239  263  247  254  8.705829 0.367716 SUCCESS   8
000010011  247  233  237  247  261  257  231  231  4.177887 0.840728 SUCCESS   9
000010101  235  268  241  247  215  228  242  265  9.404879 0.309300 SUCCESS  10
000010111  254  253  225  239  237  217  251  265  7.786471 0.454602 SUCCESS  11
000011001  215  225  244  270  236  262  223  257 12.206378 0.142231 SUCCESS  12
000011011  253  265  243  260  239  253  250  217  6.961380 0.540805 SUCCESS  13
000011101  246  237  246  229  260  226  252  251  4.136579 0.844595 SUCCESS  14
000011111  263  226  258  271  258  225  257  291 19.153459 0.014060 SUCCESS  15
000100011  237  247  256  214  241  241  233  231  6.029312 0.643948 SUCCESS  16
000100101  237  252  239  222  245  245  252  270  5.768757 0.673116 SUCCESS  17
000100111  224  213  240  230  264  241  245  268 10.870767 0.209130 SUCCESS  18
000101001  262  244  234  258  243  264  244  257  4.984973 0.759181 SUCCESS  19
000101011  250  244  252  230  205  216  239  255 11.703273 0.164942 SUCCESS  20
000101101  247  237  263  252  230  233  232  250  4.160940 0.842319 SUCCESS  21
000101111  265  226  209  240  244  256  266  233 11.686327 0.165757 SUCCESS  22
000110011  233  235  237  257  250  268  207  259 11.132382 0.194311 SUCCESS  23
000110101  243  207  262  251  253  219  265  245 12.256159 0.140135 SUCCESS  24
000110111  246  267  231  247  231  275  239  220 10.342243 0.241822 SUCCESS  25
000111001  258  234  228  271  263  274  246  236 10.996808 0.201880 SUCCESS  26
000111011  254  232  255  242  243  238  260  255  3.289245 0.914917 SUCCESS  27
000111101  276  241  227  257  235  253  232  233  8.124346 0.421419 SUCCESS  28
000111111  271  259  242  250  257  248  262  263  7.791767 0.454071 SUCCESS  29
001000011  241  220  231  243  255  226  247  262  6.523943 0.588753 SUCCESS  30
001000101  254  255  236  237  241  255  261  263  4.667222 0.792479 SUCCESS  31
001000111  252  261  250  241  226  246  217  214 10.025552 0.263237 SUCCESS  32
001001011  221  220  237  228  253  240  240  253  6.859699 0.551843 SUCCESS  33
001001101  260  265  245  233  240  249  229  208 10.112403 0.257225 SUCCESS  34
001001111  227  232  249  246  272  263  238  247  6.976208 0.539202 SUCCESS  35
001010011  259  215  256  228  255  259  278  252 12.793157 0.119167 SUCCESS  36
001010101  233  265  223  259  209  255  235  216 14.630813 0.066734 SUCCESS  37
001010111  244  233  252  242  232  245  247  238  1.626352 0.990406 SUCCESS  38
001011011  231  242  256  250  241  244  228  254  3.048814 0.931257 SUCCESS  39
001011101  242  264  228  231  243  250  239  264  5.460539 0.707408 SUCCESS  40
001011111  229  220  190  247  239  248  245  242 16.078695 0.041267 SUCCESS  41
001100101  222  236  250  261  250  242  240  238  4.102686 0.847742 SUCCESS  42
001100111  237  229  236  249  247  249  222  239  3.885557 0.867298 SUCCESS  43
001101011  261  216  259  248  238  220  227  249  9.526684 0.299829 SUCCESS  44
001101101  269  279  234  232  252  244  261  234 10.735194 0.217160 SUCCESS  45
001101111  238  239  246  222  250  261  217  232  7.451774 0.488763 SUCCESS  46
001110101  240  268  256  225  274  219  247  245 11.128145 0.194544 SUCCESS  47
001110111  247  221  251  221  222  237  251  254  7.668904 0.466462 SUCCESS  48
001111011  252  247  238  252  257  249  262  230  3.721386 0.881346 SUCCESS  49
001111101  240  219  262  279  235  215  240  261 14.478293 0.070120 SUCCESS  50
001111111  251  245  248  248  262  232  265  238  4.312401 0.827895 SUCCESS  51
010000011  241  218  231  257  241  275  262  247  9.833842 0.276882 SUCCESS  52
010000111  248  239  256  245  265  221  231  276  9.921753 0.270561 SUCCESS  53
010001011  245  245  231  234  247  261  248  260  3.543445 0.895792 SUCCESS  54
010001111  237  259  242  264  219  229  246  218  9.395347 0.310050 SUCCESS  55
010010011  262  244  233  261  264  240  244  234  5.264593 0.728958 SUCCESS  56
010010111  229  239  211  245  231  254  242  243  6.899948 0.547465 SUCCESS  57
010011011  259  283  244  210  241  249  263  231 14.655174 0.066208 SUCCESS  58
010011111  234  222  241  276  246  230  238  223  9.763937 0.281987 SUCCESS  59
010100011  242  255  238  249  234  238  267  243  3.595345 0.891665 SUCCESS  60
010100111  262  193  239  264  252  253  250  249 15.055539 0.058074 SUCCESS  61
010101011  228  251  238  264  222  241  223  240  7.212402 0.513899 SUCCESS  62
010101111  253  259  253  273  226  236  233  218 10.224675 0.249610 SUCCESS  63
010110011  235  238  252  242  266  247  248  222  4.993446 0.758276 SUCCESS  64
010110111  231  275  278  221  227  233  236  251 14.142536 0.078125 SUCCESS  65
010111011  239  223  241  204  259  238  233  240 10.557254 0.228069 SUCCESS  66
010111111  247  225  241  256  241  243  229  238  3.398339 0.906935 SUCCESS  67
011000111  265  243  242  272  247  243  255  217  8.821278 0.357596 SUCCESS  68
011001111  245  237  256  250  266  219  233  223  8.078801 0.425811 SUCCESS  69
011010111  266  214  252  261  239  239  237  258  8.594616 0.377638 SUCCESS  70
011011111  236  244  252  229  230  265  236  229  5.452066 0.708345 SUCCESS  71
011101111  252  236  236  208  240  221  234  237  9.338152 0.314578 SUCCESS  72
011111111  242  234  257  257  272  239  241  205 11.788007 0.160916 SUCCESS  73
100000000  241  225  270  236  248  232  233  239  6.029312 0.643948 SUCCESS  74
100010000  237  255  227  224  227  241  257  260  6.728363 0.566204 SUCCESS  75
100100000  251  233  261  263  239  259  246  236  4.783731 0.780421 SUCCESS  76
100101000  234  237  232  254  223  249  235  264  5.703088 0.680450 SUCCESS  77
100110000  238  247  256  257  249  240  257  249  2.469449 0.963140 SUCCESS  78
100111000  230  197  236  221  258  247  261  246 14.871244 0.061698 SUCCESS  79
101000000  259  268  242  270  233  258  211  255 12.697832 0.122678 SUCCESS  80
101000100  224  238  238  234  228  200  253  241 12.193668 0.142770 SUCCESS  81
101001000  254  280  236  239  235  249  249  248  6.874528 0.550229 SUCCESS  82
101001100  252  245  272  247  234  253  236  271  7.700679 0.463241 SUCCESS  83
101010000  235  276  231  228  253  247  242  236  7.156266 0.519871 SUCCESS  84
101010100  251  281  248  238  241  241  261  214 11.317736 0.184338 SUCCESS  85
101011000  242  260  224  255  262  218  263  234  9.492790 0.302443 SUCCESS  86
101011100  237  258  244  259  251  279  241  257  8.065032 0.427144 SUCCESS  87
101100000  248  245  240  254  257  253  261  251  2.994797 0.934684 SUCCESS  88
101100100  254  228  279  251  259  245  258  269 11.245713 0.188162 SUCCESS  89
101101000  238  242  249  242  245  223  256  240  2.861341 0.942755 SUCCESS  90
101101100  244  218  236  260  247  217  232  242  8.033257 0.430228 SUCCESS  91
101110000  240  212  228  236  259  236  213  241 11.188518 0.191245 SUCCESS  92
101110100  263  268  234  241  228  243  228  252  6.871350 0.550575 SUCCESS  93
101111000  245  200  251  240  223  258  242  236 11.529570 0.173459 SUCCESS  94
101111100  251  240  224  246  235  231  254  273  7.031285 0.533261 SUCCESS  95
110000000  230  218  261  246  254  243  233  230  6.746369 0.564229 SUCCESS  96
110000010  221  253  236  235  244  234  275  266  9.732162 0.284330 SUCCESS  97
110000100  247  236  277  235  224  265  236  231  9.817955 0.278036 SUCCESS  98
110001000  235  250  211  221  247  249  252  253  8.145529 0.419385 SUCCESS  99
110001010  251  224  247  245  238  262  226  247  4.893884 0.768855 SUCCESS 100
110010000  279  224  266  273  258  251  246  235 13.812076 0.086797 SUCCESS 101
110010010  245  234  258  246  221  248  235  245  3.953343 0.861308 SUCCESS 102
110010100  254  224  224  251  243  261  261  262  7.817187 0.451529 SUCCESS 103
110011000  232  264  263  257  250  239  233  274  9.071242 0.336322 SUCCESS 104
110011010  255  249  263  257  226  232  228  243  5.935046 0.654508 SUCCESS 105
110100000  235  221  252  277  222  261  225  260 13.357693 0.100121 SUCCESS 106
110100010  243  242  225  232  232  236  252  228  4.463862 0.813038 SUCCESS 107
110100100  255  265  239  259  261  231  228  235  6.786617 0.559821 SUCCESS 108
110101000  235  267  236  241  249  238  246  236  3.444943 0.903420 SUCCESS 109
110101010  246  267  263  243  254  227  249  238  5.661781 0.685058 SUCCESS 110
110101100  258  243  236  229  286  216  277  238 17.588009 0.024536 SUCCESS 111
110110000  254  215  240  239  227  248  246  262  6.864995 0.551266 SUCCESS 112
110110010  248  215  259  274  236  242  269  256 11.893923 0.156000 SUCCESS 113
110110100  234  258  227  225  210  229  230  236 11.069891 0.197770 SUCCESS 114
110111000  242  237  237  200  251  224  235  234 11.401410 0.179975 SUCCESS 115
110111010  261  257  253  238  256  254  229  253  4.714885 0.787569 SUCCESS 116
110111100  251  243  245  234  223  254  233  246  3.486250 0.900254 SUCCESS 117
111000000  245  224  260  240  228  241  237  239  4.328289 0.826356 SUCCESS 118
111000010  260  214  259  270  269  247  229  239 12.423507 0.133285 SUCCESS 119
111000100  241  226  222  221  244  235  242  234  6.579020 0.582657 SUCCESS 120
111000110  245  225  254  225  233  254  250  198 13.612953 0.092428 SUCCESS 121
111001000  279  242  260  272  262  250  233  237 11.771060 0.161715 SUCCESS 122
111001010  266  256  197  235  230  260  259  238 15.395532 0.051896 SUCCESS 123
111001100  235  266  242  270  256  248  237  246  6.126755 0.633036 SUCCESS 124
111010000  238  243  246  253  218  248  235  257  4.523176 0.807110 SUCCESS 125
111010010  232  285  248  270  263  245  230  247 12.994399 0.112042 SUCCESS 126
111010100  238  232  221  238  260  225  238  252  6.245382 0.619766 SUCCESS 127
111010110  247  252  268  256  276  239  251  233  8.450569 0.390738 SUCCESS 128
111011000  236  274  228  227  240  250  254  260  8.104221 0.423356 SUCCESS 129
111011010  263  262  233  227  232  228  233  219  9.553163 0.297798 SUCCESS 130
111011100  261  205  254  234  243  233  253  240  9.474784 0.303838 SUCCESS 131
111100000  234  251  263  277  226  245  240  252  8.452688 0.390544 SUCCESS 132
111100010  252  193  225  245  249  236  246  230 14.129826 0.078444 SUCCESS 133
111100100  266  245  249  240  253  251  229  228  4.808092 0.777877 SUCCESS 134
111100110  255  230  232  242  267  230  238  225  6.759079 0.562835 SUCCESS 135
111101000  252  254  260  231  225  240  254  218  7.399875 0.494166 SUCCESS 136
111101010  248  250  227  261  248  229  231  257  5.123724 0.744274 SUCCESS 137
111101100  242  254  232  258  223  250  249  244  4.008420 0.856363 SUCCESS 138
111101110  257  211  248  230  262  217  243  241 10.777561 0.214624 SUCCESS 139
111110000  254  243  257  294  258  239  232  265 15.055539 0.058074 SUCCESS 140
111110010  239  236  245  231  241  247  266  254  3.640889 0.887985 SUCCESS 141
111110100  227  258  266  269  242  238  245  220  9.354039 0.313315 SUCCESS 142
111110110  243  245  239  270  204  246  250  222 12.012550 0.150645 SUCCESS 143
111111000  246  231  256  266  263  242  237  240  5.185155 0.737616 SUCCESS 144
111111010  235  247  255  268  257  233  238  230  5.534681 0.699195 SUCCESS 145
111111100  251  207  271  235  281  231  245  246 15.961127 0.042940 SUCCESS 146
111111110  242  234  257  257  272  239  241  205 11.788007 0.160916 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  206  225  264  219  266  247  228 15.365875 0.052410 SUCCESS   0
000000011  257  258  234  251  229  251  242  231  4.070911 0.850670 SUCCESS   1
000000101  240  246  228  234  248  264  212  226  9.124200 0.331927 SUCCESS   2
000000111  253  245  236  235  248  262  252  232  3.272299 0.916126 SUCCESS   3
000001001  260  243  238  245  228  237  227  251  3.994651 0.857606 SUCCESS   4
000001011  243  255  215  237  228  248  207  246 11.334683 0.183447 SUCCESS   5
000001101  211  268  265  265  227  246  240  242 12.104698 0.146593 SUCCESS   6
000001111  244  262  223  251  250  274  237  249  7.687969 0.464528 SUCCESS   7
000010001  243  251  239  233  230  259  257  231  4.056083 0.852028 SUCCESS   8
000010011  261  249  255  259  228  269  242  264  8.161417 0.417864 SUCCESS   9
000010101  243  217  246  262  280  255  274  246 14.241039 0.075695 SUCCESS  10
000010111  267  251  254  227  213  241  221  238 10.643046 0.222756 SUCCESS  11
000011001  235  216  233  255  234  240  247  235  5.623651 0.689305 SUCCESS  12
000011011  231  256  242  240  249  214  233  243  5.893739 0.659134 SUCCESS  13
000011101  264  252  258  236  263  251  248  246  4.819743 0.776657 SUCCESS  14
000011111  251  255  250  247  243  268  251  240  3.575220 0.893274 SUCCESS  15
000100011  255  260  238  212  226  253  244  229  8.794799 0.359901 SUCCESS  16
000100101  232  234  229  235  249  243  276  225  8.339357 0.401042 SUCCESS  17
000100111  244  255  257  241  233  249  248  255  2.434497 0.964715 SUCCESS  18
000101001  243  211  230  262  255  238  247  241  7.589466 0.474563 SUCCESS  19
000101011  241  240  241  223  252  242  250  241  2.514994 0.961028 SUCCESS  20
000101101  243  250  227  263  251  250  259  285 11.265837 0.187087 SUCCESS  21
000101111  273  277  227  247  241  220  231  253 12.959446 0.113253 SUCCESS  22
000110011  240  225  243  234  239  240  231  240  3.046696 0.931393 SUCCESS  23
000110101  256  217  236  254  234  257  228  247  6.680700 0.571441 SUCCESS  24
000110111  231  261  254  242  263  240  236  244  4.229786 0.835819 SUCCESS  25
000111001  234  230  226  270  235  216  232  244  9.834901 0.276805 SUCCESS  26
000111011  250  242  244  241  226  263  228  224  5.925514 0.655575 SUCCESS  27
000111101  255  243  239  249  237  269  259  223  6.383074 0.604404 SUCCESS  28
000111111  247  250  257  239  224  258  252  226  5.180919 0.738076 SUCCESS  29
001000011  253  241  234  260  253  220  256  248  5.337676 0.720950 SUCCESS  30
001000101  254  257  223  260  262  254  244  255  6.341766 0.609007 SUCCESS  31
001000111  246  232  228  239  236  246  248  211  6.857581 0.552074 SUCCESS  32
001001011  238  253  228  229  237  239  273  238  6.581138 0.582422 SUCCESS  33
001001101  271  238  257  260  263  241  246  250  6.700824 0.569228 SUCCESS  34
001001111  228  222  251  241  251  222  252  273  9.486435 0.302935 SUCCESS  35
001010011  223  224  244  253  238  241  241  221  6.447683 0.597216 SUCCESS  36
001010101  246  248  250  247  262  249  223  250  3.751042 0.878858 SUCCESS  37
001010111  234  239  249  250  276  227  256  248  7.000569 0.536571 SUCCESS  38
001011011  235  241  225  245  247  253  251  255  3.017039 0.933284 SUCCESS  39
001011101  236  246  258  216  227  232  243  236  6.611854 0.579029 SUCCESS  40
001011111  245  287  238  260  236  209  225  234 16.508717 0.035651 SUCCESS  41
001100101  233  244  269  258  268  214  243  241 10.268101 0.246711 SUCCESS  42
001100111  254  233  237  218  239  235  242  236  4.807033 0.777988 SUCCESS  43
001101011  248  235  232  250  234  243  232  251  2.448266 0.964100 SUCCESS  44
001101101  268  244  239  241  235  203  241  252 10.389905 0.238719 SUCCESS  45
001101111  229  256  249  239  254  258  249  234  3.542386 0.895875 SUCCESS  46
001110101  262  224  281  224  251  270  273  257 17.817848 0.022634 SUCCESS  47
001110111  221  241  246  251  214  237  224  243  8.303345 0.404413 SUCCESS  48
001111011  265  259  259  222  250  218  251  219 11.707510 0.164739 SUCCESS  49
001111101  223  237  225  236  222  249  234  230  7.389283 0.495272 SUCCESS  50
001111111  249  248  256  235  246  249  239  264  3.014921 0.933418 SUCCESS  51
010000011  236  248  227  267  231  248  251  268  7.211343 0.514012 SUCCESS  52
010000111  253  250  259  261  243  250  267  243  4.997683 0.757824 SUCCESS  53
010001011  264  254  226  252  251  260  248  276  9.377341 0.311470 SUCCESS  54
010001111  206  219  226  248  237  261  265  232 14.178548 0.077229 SUCCESS  55
010010011  246  234  239  237  268  227  216  276 12.088810 0.147285 SUCCESS  56
010010111  239  242  240  243  241  227  288  235 10.000132 0.265017 SUCCESS  57
010011011  257  238  252  247  259  247  234  252  2.828507 0.944654 SUCCESS  58
010011111  236  211  263  235  234  239  237  273 11.083660 0.197004 SUCCESS  59
010100011  221  213  267  251  236  249  267  264 13.057949 0.109871 SUCCESS  60
010100111  224  222  264  235  240  252  222  220 10.690709 0.219847 SUCCESS  61
010101011  247  257  251  253  251  257  252  254  2.849691 0.943433 SUCCESS  62
