		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010100111  255  272  239  229  231  259  273  263 11.582528 0.170825 SUCCESS  61
010101011  229  255  259  244  254  240  232  261  4.722299 0.786803 SUCCESS  62
010101111  255  248  247  259  244  256  230  251  3.180151 0.922548 SUCCESS  63
010110011  226  235  246  245  241  273  236  234  6.050495 0.641576 SUCCESS  64
010110111  214  222  229  235  257  249  221  262 11.663025 0.166884 SUCCESS  65
010111011  247  242  253  246  224  267  238  232  5.117369 0.744961 SUCCESS  66
010111111  263  272  274  265  246  234  236  225 12.707364 0.122323 SUCCESS  67
011000111  237  260  256  232  251  227  240  230  4.863168 0.772096 SUCCESS  68
011001111  229  236  230  226  238  259  256  237  5.394871 0.714658 SUCCESS  69
011010111  253  236  236  251  233  212  251  269  8.811745 0.358425 SUCCESS  70
011011111  225  269  220  223  235  251  245  272 12.375845 0.135206 SUCCESS  71
011101111  256  234  249  237  235  258  256  262  4.467040 0.812722 SUCCESS  72
011111111  216  237  253  238  220  247  259  258  8.312878 0.403519 SUCCESS  73
100000000  236  216  258  229  259  250  228  231  8.330883 0.401834 SUCCESS  74
100010000  248  241  230  251  218  255  244  230  5.388516 0.715358 SUCCESS  75
100100000  220  231  219  280  280  249  257  244 17.578476 0.024619 SUCCESS  76
100101000  224  235  259  246  237  240  258  269  6.745309 0.564345 SUCCESS  77
100110000  226  238  259  271  263  229  256  219 11.298671 0.185344 SUCCESS  78
100111000  249  267  254  243  257  271  254  248  6.975149 0.539316 SUCCESS  79
101000000  253  237  256  257  255  210  229  259  9.189868 0.326533 SUCCESS  80
101000100  237  242  271  249  243  256  231  231  5.457361 0.707759 SUCCESS  81
101001000  250  250  233  241  250  236  272  234  5.010393 0.756465 SUCCESS  82
101001100  212  241  265  258  253  232  233  269 11.177926 0.191820 SUCCESS  83
101010000  261  250  225  262  241  242  214  250  8.307582 0.404016 SUCCESS  84
101010100  253  255  221  269  245  250  244  252  6.134170 0.632206 SUCCESS  85
101011000  266  270  237  245  227  238  232  267  9.323323 0.315759 SUCCESS  86
101011100  262  202  252  226  245  232  248  253 11.549694 0.172454 SUCCESS  87
101100000  268  226  257  242  220  245  231  238  7.886033 0.444681 SUCCESS  88
101100100  215  240  249  233  251  243  238  209  9.882564 0.273365 SUCCESS  89
101101000  236  264  260  248  230  218  268  269 11.857912 0.157657 SUCCESS  90
101101100  184  251  244  240  237  242  227  214 20.909559 0.007392 FAILURE  91
101110000  260  217  230  234  255  224  262  238  9.194105 0.326187 SUCCESS  92
101110100  250  264  224  268  243  213  242  242 10.098634 0.258171 SUCCESS  93
101111000  239  236  232  206  239  250  229  244  8.398670 0.395527 SUCCESS  94
101111100  241  242  259  241  281  250  249  235  7.399875 0.494166 SUCCESS  95
110000000  241  230  258  221  227  256  225  213 11.461783 0.176881 SUCCESS  96
110000010  264  250  243  250  252  235  240  225  4.208603 0.837829 SUCCESS  97
110000100  249  246  244  259  257  250  255  267  4.619560 0.797356 SUCCESS  98
110001000  254  238  218  257  223  260  237  239  7.450715 0.488873 SUCCESS  99
110001010  247  269  251  221  257  225  235  234  8.161417 0.417864 SUCCESS 100
110010000  250  196  258  233  248  246  249  239 11.588883 0.170511 SUCCESS 101
110010010  233  251  229  244  254  299  243  248 14.933735 0.060447 SUCCESS 102
110010100  231  253  241  253  255  259  256  246  3.489428 0.900009 SUCCESS 103
110011000  243  238  256  244  248  240  253  214  5.076061 0.749417 SUCCESS 104
110011010  226  252  233  258  239  227  217  266  9.492790 0.302443 SUCCESS 105
110100000  252  276  233  264  250  240  226  264 10.048853 0.261614 SUCCESS 106
110100010  236  250  254  252  247  255  231  247  2.402722 0.966113 SUCCESS 107
110100100  256  259  247  255  247  219  253  250  5.260356 0.729421 SUCCESS 108
110101000  236  239  251  270  242  252  237  238  4.083621 0.849501 SUCCESS 109
110101010  247  263  243  252  242  251  236  249  2.412254 0.965697 SUCCESS 110
110101100  234  245  251  241  244  232  233  256  2.423905 0.965185 SUCCESS 111
110110000  243  257  239  242  225  259  233  227  5.091949 0.747705 SUCCESS 112
110110010  240  244  242  235  232  263  253  225  4.459626 0.813459 SUCCESS 113
110110100  246  235  253  256  246  216  272  267 10.173835 0.253036 SUCCESS 114
110111000  240  235  247  238  271  238  251  246  4.052905 0.852319 SUCCESS 115
110111010  237  263  222  268  247  238  235  237  6.975149 0.539316 SUCCESS 116
110111100  263  239  222  234  239  247  250  239  4.532708 0.806152 SUCCESS 117
111000000  242  216  254  233  230  244  243  224  6.874528 0.550229 SUCCESS 118
111000010  222  255  252  253  262  213  255  258  9.946114 0.268828 SUCCESS 119
111000100  255  247  217  231  222  254  230  262  9.069123 0.336498 SUCCESS 120
111000110  227  243  237  237  263  281  257  247  9.685559 0.287793 SUCCESS 121
111001000  287  222  266  255  235  240  250  228 14.063099 0.080136 SUCCESS 122
111001010  225  249  227  268  231  248  259  239  7.149911 0.520548 SUCCESS 123
111001100  245  246  243  219  230  240  248  244  3.679019 0.884861 SUCCESS 124
111010000  231  269  223  275  255  239  246  251 10.108167 0.257516 SUCCESS 125
111010010  254  233  249  260  228  249  241  264  5.023103 0.755104 SUCCESS 126
111010100  240  251  238  257  239  258  227  247  3.337967 0.911395 SUCCESS 127
111010110  239  230  247  217  250  252  254  240  5.002979 0.757258 SUCCESS 128
111011000  224  257  254  209  212  240  236  243 12.787861 0.119360 SUCCESS 129
111011010  239  259  244  254  261  221  264  245  6.610795 0.579146 SUCCESS 130
111011100  263  258  237  232  246  208  248  261  9.976830 0.266656 SUCCESS 131
111100000  254  227  253  229  245  234  244  238  3.555096 0.894872 SUCCESS 132
111100010  275  261  222  237  236  248  236  252  8.419853 0.393568 SUCCESS 133
111100100  254  226  265  256  238  275  257  228 10.250095 0.247909 SUCCESS 134
111100110  253  260  232  228  228  221  221  236  9.038407 0.339066 SUCCESS 135
111101000  238  245  245  250  247  279  246  229  6.483695 0.593217 SUCCESS 136
111101010  237  228  233  269  249  258  227  262  7.975003 0.435916 SUCCESS 137
111101100  220  255  246  232  204  231  250  262 12.655465 0.124267 SUCCESS 138
111101110  262  245  226  227  241  203  248  240 11.333624 0.183503 SUCCESS 139
111110000  237  232  241  248  262  223  233  250  4.857873 0.772653 SUCCESS 140
111110010  246  260  256  243  253  276  243  252  6.591730 0.581252 SUCCESS 141
