		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111001010  263  240  263  251  257  251  260  240  5.333439 0.721415 SUCCESS 123
111001100  219  258  210  238  238  256  252  244  9.601885 0.294087 SUCCESS 124
111010000  244  255  268  232  263  248  247  260  6.214666 0.623200 SUCCESS 125
111010010  227  261  255  279  237  253  232  228 10.376136 0.239612 SUCCESS 126
111010100  239  222  219  241  233  231  258  242  6.989977 0.537714 SUCCESS 127
111010110  244  265  254  248  262  267  257  221  8.861526 0.354112 SUCCESS 128
111011000  251  240  269  249  238  214  255  239  7.610649 0.472396 SUCCESS 129
111011010  245  245  246  240  214  242  223  243  5.853490 0.663639 SUCCESS 130
111011100  236  239  251  230  259  242  246  230  3.253234 0.917475 SUCCESS 131
111100000  246  214  233  240  242  246  256  254  5.500787 0.702953 SUCCESS 132
111100010  240  210  246  232  237  258  262  229  8.997100 0.342541 SUCCESS 133
111100100  246  255  239  257  252  213  236  217  9.093484 0.334471 SUCCESS 134
111100110  221  248  229  255  246  263  243  265  7.175331 0.517839 SUCCESS 135
111101000  260  272  258  239  236  225  227  250  8.504587 0.385793 SUCCESS 136
111101010  262  218  227  251  244  241  259  242  6.685996 0.570859 SUCCESS 137
111101100  233  223  261  243  251  220  245  250  6.442387 0.597805 SUCCESS 138
111101110  244  227  246  235  265  244  266  230  6.329056 0.610425 SUCCESS 139
111110000  252  204  225  240  262  252  276  248 14.690126 0.065458 SUCCESS 140
111110010  275  247  258  268  251  242  240  241  7.637129 0.469694 SUCCESS 141
111110100  246  241  258  237  236  238  224  235  3.594286 0.891750 SUCCESS 142
111110110  255  254  245  236  249  210  251  235  6.784499 0.560052 SUCCESS 143
111111000  260  202  230  238  247  246  257  250 10.488408 0.232404 SUCCESS 144
111111010  245  243  244  255  245  241  237  251  0.969668 0.998433 SUCCESS 145
111111100  261  213  231  252  232  258  254  240  8.227085 0.411608 SUCCESS 146
111111110  255  218  252  270  226  240  220  245 10.424858 0.236463 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  251  239  239  231  266  262  243  269  7.160503 0.519419 SUCCESS   0
000000011  255  236  243  238  247  248  224  281  8.520474 0.384346 SUCCESS   1
000000101  246  247  222  244  272  250  257  244  6.264447 0.617636 SUCCESS   2
000000111  240  251  238  225  234  251  242  236  2.914300 0.939620 SUCCESS   3
000001001  236  266  229  248  255  251  234  249  4.576134 0.801769 SUCCESS   4
000001011  229  244  243  227  249  224  258  250  4.995564 0.758050 SUCCESS   5
000001101  245  251  241  249  235  233  236  268  3.917332 0.864504 SUCCESS   6
000001111  248  243  260  254  228  233  252  200 11.687386 0.165706 SUCCESS   7
000010001  245  226  269  228  249  241  241  234  5.735923 0.676785 SUCCESS   8
